Order ID,Date,Product,Category,Price,Quantity,Total Sales,Customer Name,Customer Location,Payment Method,Status
ORD1030,03-04-25,Refrigerator,Home Appliances,1169,1,1169,Daniel Garcia,Houston,Amazon Pay,Completed
ORD1031,14-02-25,Headphones,Electronics,103,1,103,Olivia Brown,New York,Debit Card,Cancelled
ORD1032,26-04-25,Jeans,Clothing,42,5,210,Ava Lee,Denver,Credit Card,Completed
ORD1033,28-02-25,T-Shirt,Clothing,20,2,40,Daniel Anderson,Dallas,PayPal,Completed
ORD1034,05-03-25,Book,Books,14,2,28,Ethan Miller,Denver,Credit Card,Pending
ORD1035,06-04-25,Refrigerator,Home Appliances,1174,5,5870,Daniel Garcia,Seattle,PayPal,Pending
ORD1036,27-04-25,Running Shoes,Footwear,60,1,60,Emma Doe,San Francisco,Amazon Pay,Completed
ORD1037,03-04-25,Smartwatch,Electronics,151,2,302,Liam White,New York,Credit Card,Completed
ORD1038,21-04-25,Laptop,Electronics,770,1,770,Daniel Garcia,San Francisco,Amazon Pay,Completed
ORD1039,13-03-25,Book,Books,15,1,15,David Anderson,New York,Gift Card,Completed
ORD1040,04-02-25,Washing Machine,Home Appliances,578,1,578,John Harris,Seattle,Credit Card,Pending
ORD1041,08-04-25,T-Shirt,Clothing,20,4,80,Isabella Harris,New York,Amazon Pay,Pending
ORD1042,10-02-25,Refrigerator,Home Appliances,1156,4,4624,Jane Doe,Chicago,PayPal,Cancelled
ORD1043,08-03-25,Laptop,Electronics,800,1,800,David White,Denver,PayPal,Completed
ORD1044,01-03-25,Book,Books,14,5,70,Sophia Garcia,New York,Debit Card,Completed
ORD1045,23-02-25,Jeans,Clothing,39,4,156,Alex White,Los Angeles,Debit Card,Completed
ORD1046,12-02-25,Running Shoes,Footwear,59,1,59,Ethan Brown,Dallas,Amazon Pay,Pending
ORD1047,30-04-25,Headphones,Electronics,97,2,194,Ethan Johnson,Boston,Amazon Pay,Completed
ORD1048,17-02-25,T-Shirt,Clothing,21,1,21,Noah Clark,Los Angeles,PayPal,Pending
ORD1049,18-04-25,Running Shoes,Footwear,60,1,60,Ethan Harris,Chicago,PayPal,Pending
ORD1050,11-03-25,Jeans,Clothing,39,1,39,Alex White,Miami,Gift Card,Pending
ORD1051,30-04-25,Smartphone,Electronics,478,2,956,Lucas Martinez,Houston,Credit Card,Cancelled
ORD1052,15-02-25,Refrigerator,Home Appliances,1248,4,4992,Noah Anderson,Dallas,Gift Card,Completed
ORD1053,17-03-25,Laptop,Electronics,767,1,767,Ethan Wilson,Miami,Amazon Pay,Completed
ORD1054,04-02-25,Headphones,Electronics,100,1,100,Ava Harris,New York,Debit Card,Completed
ORD1055,09-03-25,T-Shirt,Clothing,19,3,57,Mia Martinez,Denver,PayPal,Completed
ORD1056,03-04-25,Smartphone,Electronics,502,2,1004,Jane Doe,Seattle,Credit Card,Completed
ORD1057,22-03-25,Smartwatch,Electronics,148,2,296,Daniel Anderson,Chicago,Amazon Pay,Pending
ORD1058,06-03-25,Washing Machine,Home Appliances,593,5,2965,Noah Wilson,Los Angeles,Debit Card,Pending
ORD1059,24-04-25,Running Shoes,Footwear,62,3,186,Olivia Doe,Dallas,Amazon Pay,Completed
ORD1060,28-03-25,Refrigerator,Home Appliances,1183,1,1183,Noah Lee,Dallas,Debit Card,Completed
ORD1061,28-04-25,Headphones,Electronics,104,4,416,Ava Harris,Chicago,PayPal,Completed
ORD1062,27-04-25,Jeans,Clothing,42,5,210,Ethan Harris,Seattle,Credit Card,Completed
ORD1063,27-02-25,Laptop,Electronics,776,1,776,Ava Johnson,Dallas,Credit Card,Completed
ORD1064,13-02-25,T-Shirt,Clothing,20,5,100,Daniel Lee,Miami,Debit Card,Cancelled
ORD1065,11-04-25,Laptop,Electronics,779,2,1558,Mia Clark,Miami,Debit Card,Cancelled
ORD1066,10-02-25,Smartwatch,Electronics,149,5,745,Ava Brown,Miami,Debit Card,Completed
ORD1067,13-04-25,Smartwatch,Electronics,148,3,444,Daniel Smith,Seattle,Amazon Pay,Completed
ORD1068,12-03-25,Running Shoes,Footwear,62,5,310,Daniel Miller,Houston,Debit Card,Completed
ORD1069,22-03-25,Laptop,Electronics,835,2,1670,Noah Wilson,Houston,Amazon Pay,Completed
ORD1070,07-03-25,Jeans,Clothing,40,2,80,Liam Doe,New York,Credit Card,Pending
ORD1071,03-04-25,Running Shoes,Footwear,57,4,228,Alex Lee,Boston,PayPal,Pending
ORD1072,09-04-25,Book,Books,15,5,75,Emily Taylor,Miami,Gift Card,Completed
ORD1073,12-04-25,Smartwatch,Electronics,153,1,153,Alex Harris,Boston,Gift Card,Pending
ORD1074,01-04-25,Laptop,Electronics,840,2,1680,David White,Dallas,Credit Card,Completed
ORD1075,09-04-25,T-Shirt,Clothing,19,2,38,Isabella Wilson,Los Angeles,Amazon Pay,Completed
ORD1076,23-03-25,Laptop,Electronics,835,2,1670,Liam Garcia,Miami,Gift Card,Cancelled
ORD1077,09-04-25,Smartphone,Electronics,494,1,494,Chris Clark,Denver,Gift Card,Pending
ORD1078,16-03-25,Laptop,Electronics,819,2,1638,Olivia Wilson,Miami,Credit Card,Pending
ORD1079,26-03-25,Book,Books,15,4,60,Daniel Smith,Seattle,PayPal,Pending
ORD1080,06-02-25,Book,Books,15,4,60,Alex Miller,Boston,Debit Card,Pending
ORD1081,13-02-25,Laptop,Electronics,835,1,835,Michael Garcia,Dallas,Credit Card,Pending
ORD1082,18-02-25,Headphones,Electronics,103,1,103,Daniel Anderson,Boston,PayPal,Completed
ORD1083,22-02-25,Laptop,Electronics,782,1,782,Isabella Doe,Los Angeles,Credit Card,Completed
ORD1084,03-02-25,Headphones,Electronics,100,1,100,Emily Anderson,New York,Credit Card,Completed
ORD1085,20-04-25,Laptop,Electronics,820,2,1640,Lucas Wilson,San Francisco,Gift Card,Completed
ORD1086,22-03-25,Jeans,Clothing,40,4,160,Liam Taylor,Chicago,Credit Card,Pending
ORD1087,25-04-25,Book,Books,16,2,32,Noah Wilson,Seattle,Credit Card,Pending
ORD1088,31-03-25,Headphones,Electronics,101,2,202,Lucas White,Chicago,Gift Card,Pending
ORD1089,11-03-25,Smartwatch,Electronics,151,5,755,John Clark,Chicago,Gift Card,Completed
ORD1090,26-04-25,Running Shoes,Footwear,60,3,180,Michael Anderson,Houston,Debit Card,Completed
ORD1091,24-04-25,Jeans,Clothing,40,4,160,Isabella Brown,New York,Amazon Pay,Pending
ORD1092,24-02-25,Running Shoes,Footwear,60,5,300,David Lee,Denver,Gift Card,Completed
ORD1093,07-03-25,Smartwatch,Electronics,150,2,300,Lucas Lee,Denver,Credit Card,Completed
ORD1094,28-03-25,Washing Machine,Home Appliances,625,1,625,Olivia Anderson,Chicago,PayPal,Completed
ORD1095,06-02-25,Smartphone,Electronics,476,3,1428,David Taylor,Boston,Amazon Pay,Completed
ORD1096,06-04-25,Washing Machine,Home Appliances,624,1,624,Ava Lee,Miami,Amazon Pay,Completed
ORD1097,02-03-25,Washing Machine,Home Appliances,611,1,611,Sophia Johnson,Dallas,Amazon Pay,Completed
ORD1098,02-04-25,Laptop,Electronics,788,2,1576,Chris Johnson,Seattle,Credit Card,Cancelled
ORD1099,24-04-25,Laptop,Electronics,777,1,777,Ava Brown,Los Angeles,Credit Card,Completed
ORD1100,02-02-25,Smartwatch,Electronics,150,1,150,John Anderson,Houston,Gift Card,Pending
ORD1101,22-04-25,Running Shoes,Footwear,58,3,174,John Martinez,Boston,PayPal,Completed
ORD1102,09-03-25,Washing Machine,Home Appliances,571,1,571,Noah Wilson,Los Angeles,Debit Card,Completed
ORD1103,18-02-25,Jeans,Clothing,39,2,78,Michael Lee,Miami,Debit Card,Completed
ORD1104,02-04-25,Laptop,Electronics,835,5,4175,Isabella Clark,Dallas,Credit Card,Cancelled
ORD1105,13-03-25,Running Shoes,Footwear,58,3,174,Jane Brown,Denver,Credit Card,Cancelled
ORD1106,19-03-25,T-Shirt,Clothing,20,1,20,Liam Lee,New York,Credit Card,Pending
ORD1107,09-03-25,T-Shirt,Clothing,20,5,100,Michael Lee,Los Angeles,Gift Card,Pending
ORD1108,19-02-25,Book,Books,16,5,80,Emily Smith,Chicago,PayPal,Completed
ORD1109,15-04-25,Jeans,Clothing,38,5,190,Chris Martinez,Miami,Amazon Pay,Cancelled
ORD1110,28-04-25,Jeans,Clothing,41,3,123,Daniel White,Los Angeles,Credit Card,Completed
ORD1111,29-03-25,Jeans,Clothing,39,4,156,Ava Garcia,Boston,PayPal,Completed
ORD1112,13-03-25,Headphones,Electronics,101,1,101,Michael Smith,Los Angeles,Amazon Pay,Completed
ORD1113,11-04-25,Refrigerator,Home Appliances,1161,1,1161,Noah Smith,New York,Amazon Pay,Completed
ORD1114,29-03-25,Jeans,Clothing,40,5,200,Isabella Lee,Dallas,Debit Card,Cancelled
ORD1115,15-04-25,T-Shirt,Clothing,21,2,42,Emily Wilson,Los Angeles,Credit Card,Completed
ORD1116,08-04-25,Smartphone,Electronics,520,3,1560,Alex White,Houston,Gift Card,Completed
ORD1117,12-02-25,Smartwatch,Electronics,148,1,148,Ethan Taylor,Boston,PayPal,Pending
ORD1118,30-04-25,Book,Books,15,4,60,David Martinez,San Francisco,Debit Card,Cancelled
ORD1119,06-03-25,Washing Machine,Home Appliances,608,1,608,Lucas Martinez,Chicago,Debit Card,Pending
ORD1120,08-04-25,Washing Machine,Home Appliances,593,1,593,Jane Anderson,Los Angeles,Gift Card,Cancelled
ORD1121,22-02-25,Book,Books,15,3,45,John Brown,Boston,Credit Card,Cancelled
ORD1122,13-04-25,Smartphone,Electronics,519,1,519,Michael Doe,San Francisco,Credit Card,Completed
ORD1123,02-02-25,T-Shirt,Clothing,20,4,80,John Miller,Miami,Credit Card,Pending
ORD1124,02-04-25,Headphones,Electronics,104,4,416,Ava Clark,Los Angeles,Credit Card,Completed
ORD1125,22-03-25,Smartphone,Electronics,494,1,494,David Anderson,Houston,Amazon Pay,Pending
ORD1126,12-04-25,Washing Machine,Home Appliances,622,1,622,Daniel Wilson,New York,Gift Card,Pending
ORD1127,19-03-25,Book,Books,15,3,45,Ethan White,Los Angeles,Amazon Pay,Completed
ORD1128,17-02-25,Running Shoes,Footwear,59,4,236,Noah Harris,Miami,Credit Card,Completed
ORD1129,21-04-25,Book,Books,16,5,80,Alex Taylor,Seattle,Amazon Pay,Completed
ORD1130,13-04-25,Refrigerator,Home Appliances,1259,1,1259,Alex Clark,Los Angeles,Gift Card,Pending
ORD1131,06-02-25,Jeans,Clothing,39,1,39,Michael Smith,Miami,Amazon Pay,Completed
ORD1132,17-03-25,T-Shirt,Clothing,21,5,105,David Lee,Miami,Debit Card,Completed
ORD1133,25-03-25,T-Shirt,Clothing,20,4,80,Jane White,Chicago,Gift Card,Pending
ORD1134,01-04-25,Book,Books,15,4,60,Daniel Wilson,Miami,Credit Card,Completed
ORD1135,03-03-25,T-Shirt,Clothing,20,4,80,Ava Wilson,Dallas,Credit Card,Completed
ORD1136,16-04-25,Running Shoes,Footwear,61,2,122,David Johnson,New York,Credit Card,Completed
ORD1137,16-04-25,Smartwatch,Electronics,154,5,770,Chris Brown,Boston,Gift Card,Cancelled
ORD1138,21-04-25,Jeans,Clothing,41,5,205,Ethan Miller,Dallas,Amazon Pay,Cancelled
ORD1139,04-03-25,Smartwatch,Electronics,150,1,150,Emma Doe,Los Angeles,Amazon Pay,Completed
ORD1140,29-03-25,Jeans,Clothing,42,2,84,Emma Wilson,Los Angeles,Gift Card,Pending
ORD1141,19-04-25,T-Shirt,Clothing,21,3,63,Liam Smith,Los Angeles,Credit Card,Completed
ORD1142,11-03-25,Smartphone,Electronics,503,2,1006,Daniel Johnson,Seattle,Gift Card,Pending
ORD1143,20-03-25,Book,Books,15,1,15,Emma Garcia,Chicago,PayPal,Completed
ORD1144,01-03-25,Refrigerator,Home Appliances,1162,2,2324,Daniel Martinez,Houston,Gift Card,Completed
ORD1145,04-03-25,Jeans,Clothing,41,1,41,Olivia Miller,Houston,Gift Card,Cancelled
ORD1146,19-04-25,Jeans,Clothing,41,1,41,Olivia Lee,Dallas,Debit Card,Cancelled
ORD1147,18-03-25,T-Shirt,Clothing,20,2,40,Mia Harris,Houston,Amazon Pay,Pending
ORD1148,02-04-25,Smartwatch,Electronics,150,1,150,Noah Clark,Los Angeles,Gift Card,Completed
ORD1149,04-04-25,T-Shirt,Clothing,21,3,63,Daniel Lee,Los Angeles,Debit Card,Completed
ORD1150,23-02-25,Headphones,Electronics,102,1,102,Emma Johnson,New York,Amazon Pay,Completed
ORD1151,04-03-25,Jeans,Clothing,39,3,117,Emma Wilson,Denver,Gift Card,Completed
ORD1152,15-04-25,Washing Machine,Home Appliances,583,1,583,Alex Smith,Seattle,PayPal,Completed
ORD1153,27-02-25,Jeans,Clothing,39,1,39,Daniel Smith,Denver,PayPal,Completed
ORD1154,12-03-25,Headphones,Electronics,97,1,97,Michael Johnson,Dallas,PayPal,Completed
ORD1155,14-03-25,Headphones,Electronics,98,4,392,Ethan Harris,Seattle,Credit Card,Completed
ORD1156,21-02-25,Jeans,Clothing,42,1,42,Daniel Wilson,Miami,Gift Card,Cancelled
ORD1157,23-02-25,Washing Machine,Home Appliances,574,1,574,Mia Taylor,Denver,PayPal,Cancelled
ORD1158,05-03-25,Laptop,Electronics,805,3,2415,Daniel Johnson,Seattle,Debit Card,Completed
ORD1159,29-03-25,Washing Machine,Home Appliances,603,1,603,Ava Brown,Los Angeles,Gift Card,Completed
ORD1160,25-03-25,Book,Books,14,2,28,Daniel Johnson,Denver,Amazon Pay,Pending
ORD1161,21-04-25,Book,Books,16,2,32,Daniel Taylor,Houston,Gift Card,Cancelled
ORD1162,05-02-25,Jeans,Clothing,39,4,156,Daniel Harris,Seattle,Debit Card,Completed
ORD1163,06-02-25,Washing Machine,Home Appliances,610,1,610,Isabella Clark,Boston,PayPal,Pending
ORD1164,12-02-25,Washing Machine,Home Appliances,604,1,604,Jane Wilson,San Francisco,Credit Card,Cancelled
ORD1165,11-03-25,Smartwatch,Electronics,156,1,156,Michael Taylor,Dallas,PayPal,Completed
ORD1166,23-03-25,Refrigerator,Home Appliances,1141,1,1141,Olivia Garcia,Miami,PayPal,Completed
ORD1167,29-03-25,Laptop,Electronics,788,1,788,Isabella Miller,Dallas,Gift Card,Pending
ORD1168,15-04-25,Jeans,Clothing,42,4,168,Alex Martinez,Dallas,Gift Card,Pending
ORD1169,10-02-25,Smartwatch,Electronics,155,1,155,Daniel Clark,Chicago,Amazon Pay,Cancelled
ORD1170,01-04-25,Smartphone,Electronics,487,1,487,Emily Miller,Seattle,PayPal,Cancelled
ORD1171,02-03-25,Refrigerator,Home Appliances,1190,1,1190,Mia Taylor,Los Angeles,Amazon Pay,Pending
ORD1172,19-03-25,Smartwatch,Electronics,152,4,608,Chris Johnson,San Francisco,Debit Card,Completed
ORD1173,15-04-25,Running Shoes,Footwear,58,5,290,Mia Taylor,Boston,Credit Card,Completed
ORD1174,29-04-25,Smartwatch,Electronics,154,5,770,Emily Miller,New York,Credit Card,Cancelled
ORD1175,22-03-25,Smartwatch,Electronics,151,4,604,Emma Anderson,Denver,Credit Card,Completed
ORD1176,12-04-25,Book,Books,14,2,28,David White,Los Angeles,Gift Card,Pending
ORD1177,19-04-25,Laptop,Electronics,839,3,2517,Chris Lee,Denver,Gift Card,Completed
ORD1178,18-02-25,Jeans,Clothing,38,4,152,Emily Anderson,Miami,Amazon Pay,Pending
ORD1179,17-04-25,Headphones,Electronics,100,2,200,John Clark,Denver,Amazon Pay,Completed
ORD1180,13-03-25,Refrigerator,Home Appliances,1161,1,1161,Chris Anderson,New York,PayPal,Completed
ORD1181,14-02-25,Running Shoes,Footwear,61,4,244,Chris Garcia,New York,Gift Card,Cancelled
ORD1182,22-02-25,Headphones,Electronics,102,1,102,Daniel Wilson,Chicago,PayPal,Completed
ORD1183,17-03-25,Running Shoes,Footwear,63,3,189,Ethan Harris,Miami,Debit Card,Completed
ORD1184,10-04-25,Refrigerator,Home Appliances,1195,1,1195,Emily Miller,Los Angeles,Debit Card,Completed
ORD1185,01-04-25,Refrigerator,Home Appliances,1209,2,2418,Sophia Harris,Denver,Debit Card,Completed
ORD1186,06-03-25,Headphones,Electronics,101,2,202,Noah Martinez,Seattle,Credit Card,Completed
ORD1187,05-03-25,Book,Books,15,5,75,Daniel Lee,New York,Gift Card,Completed
ORD1188,13-03-25,Book,Books,15,5,75,Isabella Wilson,Los Angeles,Gift Card,Pending
ORD1189,04-02-25,Headphones,Electronics,103,1,103,Isabella Smith,Boston,Amazon Pay,Completed
ORD1190,13-03-25,Jeans,Clothing,42,2,84,Ethan Clark,Boston,PayPal,Completed
ORD1191,25-03-25,Smartphone,Electronics,483,5,2415,Michael Martinez,Houston,Debit Card,Completed
ORD1192,11-04-25,T-Shirt,Clothing,20,5,100,Olivia Smith,Denver,Gift Card,Completed
ORD1193,22-02-25,Smartwatch,Electronics,154,1,154,Mia Lee,Miami,Amazon Pay,Cancelled
ORD1194,20-04-25,Jeans,Clothing,39,3,117,Michael Lee,San Francisco,Gift Card,Pending
ORD1195,19-02-25,T-Shirt,Clothing,21,4,84,Sophia Martinez,Los Angeles,Gift Card,Pending
ORD1196,29-03-25,T-Shirt,Clothing,19,4,76,Emma Brown,Miami,Credit Card,Completed
ORD1197,28-04-25,T-Shirt,Clothing,20,1,20,Emma Lee,Seattle,Credit Card,Completed
ORD1198,10-03-25,T-Shirt,Clothing,20,3,60,Sophia Anderson,Los Angeles,Credit Card,Cancelled
ORD1199,23-02-25,T-Shirt,Clothing,19,5,95,Liam Taylor,Denver,Amazon Pay,Completed
ORD1200,25-02-25,Smartwatch,Electronics,154,2,308,Olivia Doe,Chicago,PayPal,Cancelled
ORD1201,29-03-25,Headphones,Electronics,105,3,315,Sophia Clark,Los Angeles,Amazon Pay,Completed
ORD1202,20-03-25,Book,Books,16,5,80,Jane Garcia,New York,Amazon Pay,Completed
ORD1203,24-03-25,Laptop,Electronics,776,1,776,Daniel Johnson,Chicago,PayPal,Completed
ORD1204,23-03-25,Running Shoes,Footwear,59,1,59,Ava White,San Francisco,Debit Card,Completed
ORD1205,12-03-25,Smartphone,Electronics,520,4,2080,Liam Smith,San Francisco,Debit Card,Completed
ORD1206,21-02-25,Laptop,Electronics,831,1,831,Liam Brown,Miami,Gift Card,Pending
ORD1207,11-04-25,Washing Machine,Home Appliances,603,1,603,Chris Anderson,San Francisco,Debit Card,Completed
ORD1208,03-02-25,Washing Machine,Home Appliances,626,1,626,Daniel Doe,San Francisco,Credit Card,Completed
ORD1209,26-04-25,Jeans,Clothing,39,5,195,Noah Doe,Houston,Credit Card,Pending
ORD1210,27-04-25,Washing Machine,Home Appliances,622,1,622,Daniel Johnson,Chicago,PayPal,Completed
ORD1211,07-04-25,Headphones,Electronics,103,1,103,Emily Harris,Boston,Credit Card,Pending
ORD1212,05-03-25,Book,Books,15,2,30,Chris Brown,San Francisco,PayPal,Completed
ORD1213,16-03-25,Jeans,Clothing,42,3,126,Ava Clark,New York,Debit Card,Pending
ORD1214,13-02-25,Running Shoes,Footwear,63,4,252,Liam Johnson,Chicago,Gift Card,Pending
ORD1215,23-04-25,Laptop,Electronics,768,4,3072,Liam Smith,San Francisco,Amazon Pay,Completed
ORD1216,16-02-25,Washing Machine,Home Appliances,590,2,1180,Olivia Miller,Denver,Amazon Pay,Completed
ORD1217,10-04-25,Smartphone,Electronics,515,5,2575,Michael Taylor,New York,Amazon Pay,Cancelled
ORD1218,30-03-25,Book,Books,16,4,64,Daniel Wilson,Boston,PayPal,Pending
ORD1219,30-03-25,Headphones,Electronics,95,5,475,Isabella Harris,Seattle,PayPal,Completed
ORD1220,14-04-25,T-Shirt,Clothing,19,5,95,Jane Taylor,Houston,Credit Card,Completed
ORD1221,23-03-25,T-Shirt,Clothing,20,1,20,Isabella Miller,San Francisco,Debit Card,Pending
ORD1222,13-03-25,Smartwatch,Electronics,154,4,616,Emily Doe,Boston,Amazon Pay,Completed
ORD1223,05-04-25,Washing Machine,Home Appliances,577,1,577,Daniel Garcia,Seattle,Gift Card,Completed
ORD1224,19-04-25,Book,Books,15,5,75,Liam Brown,San Francisco,Credit Card,Completed
ORD1225,09-02-25,Washing Machine,Home Appliances,623,5,3115,Noah Anderson,New York,Gift Card,Completed
ORD1226,10-03-25,T-Shirt,Clothing,20,5,100,Emily Brown,New York,PayPal,Pending
ORD1227,21-04-25,Headphones,Electronics,98,2,196,Emma Clark,Dallas,Amazon Pay,Pending
ORD1228,18-03-25,Headphones,Electronics,96,2,192,Chris Lee,Dallas,Gift Card,Cancelled
ORD1229,18-04-25,Smartphone,Electronics,497,1,497,Ethan Clark,Chicago,Debit Card,Completed
ORD1230,13-04-25,Washing Machine,Home Appliances,571,1,571,Sophia Johnson,Seattle,Gift Card,Completed
ORD1231,03-04-25,Jeans,Clothing,38,3,114,Mia Johnson,San Francisco,Amazon Pay,Completed
ORD1232,19-02-25,Smartwatch,Electronics,153,3,459,Alex Martinez,Chicago,Debit Card,Cancelled
ORD1233,15-02-25,Washing Machine,Home Appliances,598,5,2990,Mia Anderson,Los Angeles,Amazon Pay,Completed
ORD1234,13-03-25,Smartwatch,Electronics,143,5,715,Ethan Anderson,Los Angeles,Credit Card,Completed
ORD1235,11-02-25,Jeans,Clothing,42,5,210,Daniel Brown,Miami,Debit Card,Pending
ORD1236,24-03-25,Headphones,Electronics,102,4,408,Ethan Lee,Dallas,Credit Card,Completed
ORD1237,30-03-25,T-Shirt,Clothing,20,2,40,Liam Martinez,Dallas,PayPal,Cancelled
ORD1238,01-03-25,Washing Machine,Home Appliances,605,1,605,Mia White,Miami,Amazon Pay,Completed
ORD1239,09-04-25,Jeans,Clothing,40,5,200,Emily Miller,Boston,Amazon Pay,Pending
ORD1240,08-02-25,Smartwatch,Electronics,153,1,153,Daniel Clark,Chicago,Debit Card,Completed
ORD1241,05-03-25,Laptop,Electronics,769,4,3076,Ava Smith,San Francisco,Gift Card,Pending
ORD1242,22-02-25,Running Shoes,Footwear,63,2,126,Lucas Brown,Dallas,Debit Card,Pending
ORD1243,08-04-25,Smartwatch,Electronics,146,1,146,Liam White,Houston,Debit Card,Completed
ORD1244,10-02-25,Headphones,Electronics,99,2,198,Alex Wilson,Houston,Gift Card,Completed
ORD1245,22-04-25,T-Shirt,Clothing,20,5,100,Ethan Clark,Houston,Credit Card,Completed
ORD1246,09-04-25,T-Shirt,Clothing,20,5,100,Jane Taylor,Houston,Debit Card,Pending
ORD1247,25-04-25,Smartphone,Electronics,508,4,2032,David White,Boston,Credit Card,Cancelled
ORD1248,23-03-25,Jeans,Clothing,39,1,39,Mia Anderson,Houston,Gift Card,Completed
ORD1249,26-02-25,Book,Books,15,5,75,Ava White,Dallas,Credit Card,Completed
ORD1250,22-03-25,Smartphone,Electronics,491,5,2455,John Wilson,Denver,PayPal,Pending
ORD1251,08-04-25,Smartwatch,Electronics,148,5,740,John Taylor,Chicago,Amazon Pay,Completed
ORD1252,28-04-25,Headphones,Electronics,102,3,306,Jane Martinez,Miami,Debit Card,Completed
ORD1253,02-02-25,Smartphone,Electronics,481,2,962,Noah Miller,San Francisco,Credit Card,Pending
ORD1254,18-04-25,Laptop,Electronics,795,3,2385,Emily Brown,Dallas,Gift Card,Completed
ORD1255,21-02-25,Smartwatch,Electronics,144,1,144,Liam Clark,Los Angeles,PayPal,Cancelled
ORD1256,21-02-25,Book,Books,15,4,60,Emily Garcia,San Francisco,Amazon Pay,Completed
ORD1257,14-02-25,Book,Books,14,2,28,Mia Johnson,Boston,Credit Card,Pending
ORD1258,21-04-25,Smartphone,Electronics,493,1,493,David Lee,Dallas,Credit Card,Completed
ORD1259,02-02-25,Book,Books,15,1,15,Ethan Smith,New York,PayPal,Completed
ORD1260,21-02-25,Book,Books,15,1,15,Emma Lee,Denver,PayPal,Pending
ORD1261,30-03-25,Refrigerator,Home Appliances,1227,1,1227,Lucas Brown,Los Angeles,Credit Card,Completed
ORD1262,12-02-25,T-Shirt,Clothing,20,4,80,Emma Wilson,Denver,Debit Card,Pending
ORD1263,21-02-25,Running Shoes,Footwear,60,4,240,Sophia Clark,Boston,Gift Card,Completed
ORD1264,06-02-25,T-Shirt,Clothing,19,2,38,Isabella Miller,Boston,PayPal,Completed
ORD1265,20-04-25,Book,Books,16,5,80,Emily Doe,Boston,Gift Card,Cancelled
ORD1266,01-04-25,Book,Books,15,2,30,Daniel Wilson,Miami,PayPal,Cancelled
ORD1267,08-04-25,Book,Books,14,4,56,Liam Martinez,New York,Gift Card,Completed
ORD1268,02-04-25,T-Shirt,Clothing,20,1,20,Isabella Anderson,Dallas,PayPal,Completed
ORD1269,06-04-25,Jeans,Clothing,41,3,123,Chris Doe,Miami,Debit Card,Completed
ORD1270,03-04-25,Book,Books,15,3,45,John Taylor,Houston,Amazon Pay,Completed
ORD1271,06-04-25,Book,Books,14,5,70,Daniel Harris,Los Angeles,PayPal,Completed
ORD1272,30-03-25,Smartwatch,Electronics,156,1,156,John Wilson,Miami,PayPal,Pending
ORD1273,12-02-25,Laptop,Electronics,805,2,1610,Daniel Smith,Denver,Debit Card,Completed
ORD1274,08-04-25,Washing Machine,Home Appliances,588,1,588,Emily Martinez,Boston,Credit Card,Completed
ORD1275,30-04-25,Jeans,Clothing,40,1,40,Noah Lee,Dallas,Credit Card,Pending
ORD1276,08-02-25,Washing Machine,Home Appliances,586,1,586,Olivia Clark,New York,Debit Card,Completed
ORD1277,26-04-25,Washing Machine,Home Appliances,580,5,2900,Noah Smith,Los Angeles,PayPal,Completed
ORD1278,07-02-25,Refrigerator,Home Appliances,1209,1,1209,Sophia White,Seattle,Credit Card,Cancelled
ORD1279,03-04-25,Headphones,Electronics,99,5,495,Alex Miller,San Francisco,Debit Card,Completed
ORD1280,21-03-25,T-Shirt,Clothing,20,5,100,Emma Wilson,Houston,Debit Card,Completed
ORD1281,12-03-25,Jeans,Clothing,40,5,200,Sophia Martinez,Denver,Credit Card,Completed
ORD1282,03-04-25,T-Shirt,Clothing,20,3,60,Daniel Brown,Boston,Debit Card,Completed
ORD1283,22-03-25,T-Shirt,Clothing,19,1,19,Lucas Johnson,Miami,Debit Card,Completed
ORD1284,17-02-25,Refrigerator,Home Appliances,1257,1,1257,Sophia Clark,Chicago,Gift Card,Completed
ORD1285,14-04-25,Jeans,Clothing,39,3,117,Ava Wilson,Miami,PayPal,Pending
ORD1286,12-02-25,Smartphone,Electronics,505,1,505,Daniel Anderson,San Francisco,Amazon Pay,Completed
ORD1287,25-02-25,Washing Machine,Home Appliances,572,1,572,Emily Smith,Denver,PayPal,Pending
ORD1288,01-03-25,Smartwatch,Electronics,151,5,755,Chris Lee,Houston,Credit Card,Pending
ORD1289,12-03-25,Refrigerator,Home Appliances,1254,1,1254,Emily Anderson,Los Angeles,Credit Card,Completed
ORD1290,15-04-25,Jeans,Clothing,40,3,120,Daniel Doe,Dallas,Gift Card,Completed
ORD1291,08-03-25,Smartwatch,Electronics,150,2,300,Olivia Doe,Boston,Debit Card,Completed
ORD1292,18-04-25,T-Shirt,Clothing,20,4,80,Michael Doe,Houston,Credit Card,Completed
ORD1293,18-02-25,Refrigerator,Home Appliances,1236,1,1236,Olivia Smith,Chicago,Gift Card,Cancelled
ORD1294,24-02-25,Jeans,Clothing,39,4,156,Emma Clark,New York,Credit Card,Cancelled
ORD1295,05-04-25,Refrigerator,Home Appliances,1167,2,2334,Sophia Lee,Boston,Amazon Pay,Pending
ORD1296,07-02-25,Book,Books,15,5,75,Olivia Wilson,Seattle,Amazon Pay,Completed
ORD1297,08-02-25,Headphones,Electronics,102,2,204,Alex White,Chicago,Debit Card,Completed
ORD1298,26-02-25,Book,Books,15,5,75,Ethan Martinez,Los Angeles,Credit Card,Completed
